inv_id,art_code,quantity,expiration_date,batch_id
1504,S61073,1000,2025-06-01,1162
1505,S61073,1000,2025-06-01,1162
1506,S61073,1000,2025-06-01,1162
1507,S61073,752,2025-06-01,1162
1508,S61073,1000,2025-05-30,1163
1509,S61073,566,2025-05-30,1163
1510,S61073,276,2025-06-05,1164
1511,S61073,1000,2025-06-01,1165
1512,S61073,1000,2025-06-01,1165
1513,S61073,485,2025-06-01,1165
1514,S61073,1000,2025-06-02,1166
1515,S61073,1000,2025-06-02,1166
1516,S61073,1000,2025-06-02,1166
1517,S61073,1000,2025-06-02,1166
1518,S61073,1000,2025-06-02,1166
1519,S61073,1000,2025-06-02,1166
1520,S61073,420,2025-06-02,1166
1521,S61073,1000,2025-06-09,1167
1522,S61073,523,2025-06-09,1167
1523,S61073,1000,2025-06-06,1168
1524,S61073,1000,2025-06-06,1168
1525,S61073,50,2025-06-06,1168
1526,S61073,1000,2025-06-07,1169
1527,S61073,966,2025-06-07,1169
1528,S61073,1000,2025-06-07,1170
1529,S61073,245,2025-06-07,1170
1530,S61073,1000,2025-06-07,1171
1531,S61073,497,2025-06-07,1171
1532,S61073,1000,2025-06-09,1172
1533,S61073,208,2025-06-09,1172
1534,S61073,1000,2025-06-15,1173
1535,S61073,1000,2025-06-15,1173
1536,S61073,1000,2025-06-15,1173
1537,S61073,1000,2025-06-15,1173
1538,S61073,1000,2025-06-15,1173
1539,S61073,218,2025-06-15,1173
1540,S61073,313,2025-06-10,1174
1541,S61073,1000,2025-06-12,1175
1542,S61073,276,2025-06-12,1175
1543,S61073,1000,2025-06-13,1176
1544,S61073,1000,2025-06-13,1176
1545,S61073,788,2025-06-13,1176
1546,S61073,831,2025-06-16,1177
1547,S61073,850,2025-06-15,1178
1548,S61153,359,2025-05-07,1179
1549,S61153,19,2025-05-07,1180
1550,S61153,118,2025-05-07,1181
1551,S61153,74,2025-05-09,1182
1552,S61153,275,2025-05-08,1183
1553,S61153,128,2025-05-14,1184
1554,S61153,10,2025-05-11,1185
1555,S61153,151,2025-05-12,1186
1556,S61153,68,2025-05-20,1187
1557,S61153,12,2025-05-15,1188
1558,S61153,10,2025-05-19,1189
1559,S61153,42,2025-05-22,1190
1560,S61153,38,2025-05-23,1191
1561,S61153,239,2025-05-22,1192
1562,S61153,119,2025-05-25,1193
1563,S61153,791,2025-05-24,1194
1564,S61153,10,2025-05-22,1195
1565,S61153,10,2025-05-30,1196
1566,S61153,180,2025-05-28,1197
1567,S61153,10,2025-05-26,1198
1568,S61153,10,2025-05-29,1199
1569,S61153,426,2025-05-28,1200
1570,S61153,14,2025-06-04,1201
1571,S61153,10,2025-05-29,1202
1572,S61153,516,2025-06-03,1203
1573,S61153,10,2025-06-07,1204
1574,S61153,22,2025-06-01,1205
1575,S61153,61,2025-06-07,1206
1576,S61153,107,2025-06-04,1207
1577,S61153,326,2025-06-10,1208
1578,S61153,10,2025-06-09,1209
1579,S61153,30,2025-06-11,1210
1580,S61153,10,2025-06-14,1211
1581,S61153,10,2025-06-12,1212
1582,S61153,183,2025-06-14,1213
1583,S61153,29,2025-06-10,1214
1584,S61153,254,2025-06-15,1215
1585,S61153,19,2025-06-14,1216
1586,S61173,318,2025-05-05,1217
1587,S61173,100,2025-05-07,1218
1588,S61173,328,2025-05-09,1219
1589,S61173,10,2025-05-18,1220
1590,S61173,53,2025-05-14,1221
1591,S61173,102,2025-05-22,1222
1592,S61173,206,2025-05-24,1223
1593,S61173,20,2025-06-03,1224
1594,S61173,337,2025-06-06,1225
1595,S61173,20,2025-06-10,1226
1596,S61173,122,2025-06-17,1227
1597,S61223,36,2025-05-03,1228
1598,S61223,36,2025-05-07,1229
1599,S61223,120,2025-05-06,1230
1600,S61223,422,2025-05-06,1231
1601,S61223,322,2025-05-08,1232
1602,S61223,76,2025-05-15,1233
1603,S61223,52,2025-05-09,1234
1604,S61223,114,2025-05-11,1235
1605,S61223,10,2025-05-20,1236
1606,S61223,459,2025-05-17,1237
1607,S61223,291,2025-05-23,1238
1608,S61223,350,2025-05-21,1239
1609,S61223,10,2025-05-20,1240
1610,S61223,176,2025-05-20,1241
1611,S61223,68,2025-05-23,1242
1612,S61223,857,2025-05-25,1243
1613,S61223,212,2025-05-26,1244
1614,S61223,249,2025-05-31,1245
1615,S61223,134,2025-05-30,1246
1616,S61223,337,2025-05-29,1247
1617,S61223,294,2025-05-29,1248
1618,S61223,252,2025-06-07,1249
1619,S61223,148,2025-06-02,1250
1620,S61223,10,2025-06-09,1251
1621,S61223,1000,2025-06-06,1252
1622,S61223,757,2025-06-06,1252
1623,S61223,74,2025-06-10,1253
1624,S61223,118,2025-06-13,1254
1625,S61223,10,2025-06-11,1255
1626,S61223,12,2025-06-14,1256
1627,S61223,286,2025-06-14,1257
1628,S61223,335,2025-06-15,1258
1629,S61223,730,2025-06-17,1259
1630,S61243,503,2025-05-09,1260
1631,S61243,10,2025-05-11,1261
1632,S61243,528,2025-05-10,1262
1633,S61243,26,2025-05-08,1263
1634,S61243,10,2025-05-13,1264
1635,S61243,10,2025-05-14,1265
1636,S61243,70,2025-05-14,1266
1637,S61243,16,2025-05-13,1267
1638,S61243,16,2025-05-20,1268
1639,S61243,400,2025-05-20,1269
1640,S61243,192,2025-05-17,1270
1641,S61243,64,2025-05-24,1271
1642,S61243,20,2025-05-20,1272
1643,S61243,10,2025-05-25,1273
1644,S61243,42,2025-05-28,1274
1645,S61243,903,2025-06-01,1275
1646,S61243,32,2025-05-31,1276
1647,S61243,208,2025-05-30,1277
1648,S61243,18,2025-06-01,1278
1649,S61243,160,2025-06-01,1279
1650,S61243,198,2025-06-04,1280
1651,S61243,545,2025-06-05,1281
1652,S61243,32,2025-06-09,1282
1653,S61243,10,2025-06-11,1283
1654,S61243,10,2025-06-10,1284
1655,S61243,16,2025-06-10,1285
1656,S61243,66,2025-06-15,1286
1657,S61243,1000,2025-06-09,1287
1658,S61243,37,2025-06-09,1287
1659,S61243,26,2025-06-18,1288
1660,S61243,10,2025-06-12,1289
1661,S61243,36,2025-06-17,1290
1662,S61343,343,2025-05-06,1291
1663,S61343,168,2025-05-07,1292
1664,S61343,54,2025-05-06,1293
1665,S61343,18,2025-05-12,1294
1666,S61343,11,2025-05-11,1295
1667,S61343,783,2025-05-16,1296
1668,S61343,463,2025-05-18,1297
1669,S61343,27,2025-05-16,1298
1670,S61343,10,2025-05-15,1299
1671,S61343,46,2025-05-21,1300
1672,S61343,30,2025-05-17,1301
1673,S61343,689,2025-05-20,1302
1674,S61343,926,2025-05-22,1303
1675,S61343,199,2025-05-24,1304
1676,S61343,243,2025-05-29,1305
1677,S61343,80,2025-05-25,1306
1678,S61343,471,2025-05-29,1307
1679,S61343,275,2025-05-31,1308
1680,S61343,13,2025-06-01,1309
1681,S61343,345,2025-06-01,1310
1682,S61343,797,2025-06-02,1311
1683,S61343,342,2025-06-01,1312
1684,S61343,53,2025-06-06,1313
1685,S61343,141,2025-05-31,1314
1686,S61343,1000,2025-06-05,1315
1687,S61343,465,2025-06-05,1315
1688,S61343,10,2025-06-08,1316
1689,S61343,308,2025-06-08,1317
1690,S61343,11,2025-06-08,1318
1691,S61343,30,2025-06-12,1319
1692,S61343,10,2025-06-12,1320
1693,S61343,1000,2025-06-15,1321
1694,S61343,228,2025-06-15,1321
1695,S61343,10,2025-06-15,1322
1696,S61343,626,2025-06-13,1323
1697,S61343,146,2025-06-13,1324
1698,S61363,48,2025-05-04,1325
1699,S61363,10,2025-05-10,1326
1700,S61363,655,2025-05-17,1327
1701,S61363,10,2025-05-15,1328
1702,S61363,268,2025-05-15,1329
1703,S61363,10,2025-05-25,1330
1704,S61363,10,2025-05-28,1331
1705,S61363,86,2025-05-30,1332
1706,S61363,16,2025-06-03,1333
1707,S61363,727,2025-06-09,1334
1708,S61363,108,2025-06-11,1335
1709,S61363,10,2025-06-12,1336
1710,S61363,231,2025-06-08,1337
1711,S61363,325,2025-06-12,1338
1712,S61363,10,2025-06-14,1339
1713,S61643,1000,2025-05-05,1340
1714,S61643,475,2025-05-05,1340
1715,S61643,466,2025-05-04,1341
1716,S61643,385,2025-05-09,1342
1717,S61643,311,2025-05-12,1343
1718,S61643,1000,2025-05-09,1344
1719,S61643,591,2025-05-09,1344
1720,S61643,1000,2025-05-08,1345
1721,S61643,241,2025-05-08,1345
1722,S61643,1000,2025-05-12,1346
1723,S61643,1000,2025-05-12,1346
1724,S61643,985,2025-05-12,1346
1725,S61643,911,2025-05-12,1347
1726,S61643,1000,2025-05-16,1348
1727,S61643,1000,2025-05-16,1348
1728,S61643,237,2025-05-16,1348
1729,S61643,1000,2025-05-17,1349
1730,S61643,512,2025-05-17,1349
1731,S61643,709,2025-05-18,1350
1732,S61643,1000,2025-05-20,1351
1733,S61643,219,2025-05-20,1351
1734,S61643,475,2025-05-22,1352
1735,S61643,614,2025-05-23,1353
1736,S61643,1000,2025-05-21,1354
1737,S61643,166,2025-05-21,1354
1738,S61643,383,2025-05-20,1355
1739,S61643,1000,2025-05-22,1356
1740,S61643,275,2025-05-22,1356
1741,S61643,616,2025-05-22,1357
1742,S61643,178,2025-05-25,1358
1743,S61643,375,2025-05-22,1359
1744,S61643,1000,2025-05-27,1360
1745,S61643,162,2025-05-27,1360
1746,S61643,1000,2025-05-29,1361
1747,S61643,1,2025-05-29,1361
1748,S61643,1000,2025-05-31,1362
1749,S61643,718,2025-05-31,1362
1750,S61643,1000,2025-05-26,1363
1751,S61643,160,2025-05-26,1363
1752,S61643,1000,2025-06-02,1364
1753,S61643,970,2025-06-02,1364
1754,S61643,797,2025-06-02,1365
1755,S61643,727,2025-05-30,1366
1756,S61643,743,2025-06-03,1367
1757,S61643,977,2025-06-04,1368
1758,S61643,416,2025-06-04,1369
1759,S61643,212,2025-06-04,1370
1760,S61643,965,2025-06-03,1371
1761,S61643,452,2025-06-11,1372
1762,S61643,1000,2025-06-11,1373
1763,S61643,1000,2025-06-11,1373
1764,S61643,1000,2025-06-11,1373
1765,S61643,27,2025-06-11,1373
1766,S61643,412,2025-06-06,1374
1767,S61643,1000,2025-06-10,1375
1768,S61643,708,2025-06-10,1375
1769,S61643,449,2025-06-11,1376
1770,S61643,1000,2025-06-15,1377
1771,S61643,160,2025-06-15,1377
1772,S61643,1000,2025-06-17,1378
1773,S61643,713,2025-06-17,1378
1774,S61643,523,2025-06-13,1379
1775,S61643,1000,2025-06-18,1380
1776,S61643,190,2025-06-18,1380
1777,S61643,1000,2025-06-19,1381
1778,S61643,707,2025-06-19,1381
1779,S61873,641,2025-05-08,1382
1780,S61873,72,2025-05-11,1383
1781,S61873,1000,2025-05-07,1384
1782,S61873,1000,2025-05-07,1384
1783,S61873,279,2025-05-07,1384
1784,S61873,36,2025-05-10,1385
1785,S61873,56,2025-05-12,1386
1786,S61873,112,2025-05-09,1387
1787,S61873,295,2025-05-17,1388
1788,S61873,762,2025-05-13,1389
1789,S61873,746,2025-05-15,1390
1790,S61873,1000,2025-05-18,1391
1791,S61873,156,2025-05-18,1391
1792,S61873,372,2025-05-16,1392
1793,S61873,285,2025-05-15,1393
1794,S61873,156,2025-05-22,1394
1795,S61873,339,2025-05-18,1395
1796,S61873,766,2025-05-22,1396
1797,S61873,10,2025-05-25,1397
1798,S61873,572,2025-05-20,1398
1799,S61873,278,2025-05-21,1399
1800,S61873,600,2025-05-23,1400
1801,S61873,94,2025-05-27,1401
1802,S61873,317,2025-05-27,1402
1803,S61873,72,2025-05-30,1403
1804,S61873,1000,2025-06-02,1404
1805,S61873,502,2025-06-02,1404
1806,S61873,501,2025-05-31,1405
1807,S61873,1000,2025-06-05,1406
1808,S61873,1000,2025-06-05,1406
1809,S61873,983,2025-06-05,1406
1810,S61873,1000,2025-06-01,1407
1811,S61873,486,2025-06-01,1407
1812,S61873,1000,2025-05-31,1408
1813,S61873,1000,2025-05-31,1408
1814,S61873,22,2025-05-31,1408
1815,S61873,357,2025-06-04,1409
1816,S61873,20,2025-06-06,1410
1817,S61873,60,2025-06-06,1411
1818,S61873,332,2025-06-09,1412
1819,S61873,146,2025-06-08,1413
1820,S61873,974,2025-06-10,1414
1821,S61873,787,2025-06-11,1415
1822,S61873,102,2025-06-12,1416
1823,S61873,412,2025-06-14,1417
1824,S61873,950,2025-06-14,1418
1825,S61873,928,2025-06-12,1419
1826,S61873,110,2025-06-19,1420
1827,S61983,34,2025-05-06,1421
1828,S61983,10,2025-05-06,1422
1829,S61983,257,2025-05-13,1423
1830,S61983,136,2025-05-17,1424
1831,S61983,204,2025-05-23,1425
1832,S61983,96,2025-05-21,1426
1833,S61983,18,2025-05-25,1427
1834,S61983,48,2025-05-24,1428
1835,S61983,152,2025-06-03,1429
1836,S61983,10,2025-06-05,1430
1837,S61983,401,2025-06-09,1431
1838,S61983,722,2025-06-13,1432
1839,S62163,18,2025-05-08,1433
1840,S62163,150,2025-05-07,1434
1841,S62163,42,2025-05-08,1435
1842,S62163,10,2025-05-12,1436
1843,S62163,568,2025-05-12,1437
1844,S62163,20,2025-05-13,1438
1845,S62163,583,2025-05-15,1439
1846,S62163,736,2025-05-14,1440
1847,S62163,10,2025-05-18,1441
1848,S62163,450,2025-05-24,1442
1849,S62163,52,2025-05-21,1443
1850,S62163,272,2025-05-26,1444
1851,S62163,12,2025-05-23,1445
1852,S62163,448,2025-05-27,1446
1853,S62163,10,2025-06-03,1447
1854,S62163,443,2025-05-30,1448
1855,S62163,122,2025-05-30,1449
1856,S62163,359,2025-06-05,1450
1857,S62163,90,2025-06-03,1451
1858,S62163,10,2025-06-06,1452
1859,S62163,10,2025-06-08,1453
1860,S62163,10,2025-06-07,1454
1861,S62163,178,2025-06-11,1455
1862,S62163,80,2025-06-16,1456
1863,S62163,322,2025-06-13,1457
1864,S62163,32,2025-06-19,1458
1865,S62383,120,2025-05-11,1459
1866,S62383,10,2025-05-15,1460
1867,S62383,10,2025-05-22,1461
1868,S62383,136,2025-05-26,1462
1869,S62383,134,2025-05-31,1463
1870,S62383,294,2025-06-03,1464
1871,S62383,22,2025-06-06,1465
1872,S62423,34,2025-05-22,1466
1873,S62423,10,2025-06-04,1467
1874,S62423,334,2025-06-10,1468
1875,S62763,42,2025-05-06,1469
1876,S62763,102,2025-05-08,1470
1877,S62763,18,2025-05-12,1471
1878,S62763,26,2025-05-10,1472
1879,S62763,629,2025-05-13,1473
1880,S62763,10,2025-05-14,1474
1881,S62763,138,2025-05-21,1475
1882,S62763,162,2025-05-23,1476
1883,S62763,37,2025-05-25,1477
1884,S62763,429,2025-05-25,1478
1885,S62763,274,2025-05-30,1479
1886,S62763,10,2025-05-26,1480
1887,S62763,10,2025-06-03,1481
1888,S62763,363,2025-06-06,1482
1889,S62763,120,2025-06-04,1483
1890,S62763,115,2025-06-08,1484
1891,S62763,162,2025-06-14,1485
1892,S62763,10,2025-06-15,1486
1893,S62763,517,2025-06-12,1487
1894,S62763,10,2025-06-15,1488
1895,S62763,142,2025-06-18,1489
1896,S62983,727,2025-05-09,1490
1897,S62983,628,2025-05-12,1491
1898,S62983,10,2025-05-12,1492
1899,S62983,20,2025-05-09,1493
1900,S62983,112,2025-05-14,1494
1901,S62983,10,2025-05-14,1495
1902,S62983,40,2025-05-14,1496
1903,S62983,170,2025-05-12,1497
1904,S62983,182,2025-05-16,1498
1905,S62983,32,2025-05-15,1499
1906,S62983,28,2025-05-20,1500
1907,S62983,60,2025-05-21,1501
1908,S62983,302,2025-05-20,1502
1909,S62983,10,2025-05-20,1503
1910,S62983,22,2025-05-21,1504
1911,S62983,10,2025-05-24,1505
1912,S62983,74,2025-05-25,1506
1913,S62983,300,2025-05-27,1507
1914,S62983,256,2025-05-27,1508
1915,S62983,158,2025-05-31,1509
1916,S62983,116,2025-06-02,1510
1917,S62983,38,2025-05-27,1511
1918,S62983,68,2025-06-02,1512
1919,S62983,728,2025-05-30,1513
1920,S62983,130,2025-06-06,1514
1921,S62983,72,2025-06-11,1515
1922,S62983,248,2025-06-13,1516
1923,S62983,168,2025-06-10,1517
1924,S62983,44,2025-06-14,1518
1925,S62983,461,2025-06-17,1519
1926,S62983,22,2025-06-16,1520
1927,S62993,62,2025-05-06,1521
1928,S62993,126,2025-05-12,1522
1929,S62993,222,2025-05-07,1523
1930,S62993,30,2025-05-14,1524
1931,S62993,22,2025-05-18,1525
1932,S62993,64,2025-05-30,1526
1933,S62993,10,2025-06-02,1527
1934,S62993,84,2025-06-10,1528
1935,S62993,12,2025-06-15,1529
1936,S62993,10,2025-06-12,1530
1937,S63033,173,2025-05-09,1531
1938,S63033,10,2025-05-10,1532
1939,S63033,10,2025-05-13,1533
1940,S63033,10,2025-05-09,1534
1941,S63033,17,2025-05-14,1535
1942,S63033,43,2025-05-14,1536
1943,S63033,97,2025-05-19,1537
1944,S63033,10,2025-05-15,1538
1945,S63033,10,2025-05-19,1539
1946,S63033,108,2025-05-21,1540
1947,S63033,126,2025-05-28,1541
1948,S63033,21,2025-06-02,1542
1949,S63033,10,2025-06-04,1543
1950,S63033,674,2025-06-04,1544
1951,S63033,10,2025-06-11,1545
1952,S63033,130,2025-06-15,1546
1953,S63033,1000,2025-06-16,1547
1954,S63033,350,2025-06-16,1547
1955,S63063,292,2025-05-05,1548
1956,S63063,1000,2025-05-10,1549
1957,S63063,120,2025-05-10,1549
1958,S63063,10,2025-05-11,1550
1959,S63063,72,2025-05-12,1551
1960,S63063,138,2025-05-15,1552
1961,S63063,10,2025-05-22,1553
1962,S63063,24,2025-05-24,1554
1963,S63063,112,2025-05-27,1555
1964,S63063,10,2025-05-31,1556
1965,S63063,194,2025-06-03,1557
1966,S63063,36,2025-06-07,1558
1967,S63063,452,2025-06-10,1559
1968,S63063,168,2025-06-10,1560
1969,S63063,16,2025-06-14,1561
1970,S63063,257,2025-06-08,1562
1971,S63063,268,2025-06-11,1563
1972,S63063,573,2025-06-16,1564
1973,S63063,10,2025-06-13,1565
1974,S63063,36,2025-06-15,1566
1975,S63223,10,2025-05-09,1567
1976,S63223,593,2025-05-08,1568
1977,S63223,10,2025-05-12,1569
1978,S63223,254,2025-05-11,1570
1979,S63223,22,2025-05-13,1571
1980,S63223,367,2025-05-12,1572
1981,S63223,264,2025-05-17,1573
1982,S63223,22,2025-05-23,1574
1983,S63223,60,2025-05-26,1575
1984,S63223,28,2025-05-23,1576
1985,S63223,10,2025-05-26,1577
1986,S63223,268,2025-06-01,1578
1987,S63223,210,2025-06-01,1579
1988,S63223,236,2025-05-29,1580
1989,S63223,10,2025-05-31,1581
1990,S63223,954,2025-05-31,1582
1991,S63223,122,2025-06-02,1583
1992,S63223,10,2025-06-04,1584
1993,S63223,10,2025-06-05,1585
1994,S63223,400,2025-06-07,1586
1995,S63223,10,2025-06-14,1587
1996,S63223,770,2025-06-16,1588
1997,S63223,10,2025-06-14,1589
1998,S63223,170,2025-06-13,1590
1999,S63593,50,2025-05-08,1591
2000,S63593,32,2025-05-07,1592
2001,S63593,84,2025-05-09,1593
2002,S63593,34,2025-05-07,1594
2003,S63593,24,2025-05-08,1595
2004,S63593,20,2025-05-12,1596
2005,S63593,558,2025-05-15,1597
2006,S63593,26,2025-05-15,1598
2007,S63593,134,2025-05-14,1599
2008,S63593,10,2025-05-17,1600
2009,S63593,192,2025-05-16,1601
2010,S63593,456,2025-05-20,1602
2011,S63593,62,2025-05-20,1603
2012,S63593,64,2025-05-24,1604
2013,S63593,36,2025-05-23,1605
2014,S63593,22,2025-05-26,1606
2015,S63593,10,2025-05-24,1607
2016,S63593,1000,2025-05-31,1608
2017,S63593,35,2025-05-31,1608
2018,S63593,530,2025-05-31,1609
2019,S63593,10,2025-05-28,1610
2020,S63593,238,2025-05-29,1611
2021,S63593,363,2025-06-03,1612
2022,S63593,833,2025-06-02,1613
2023,S63593,34,2025-06-08,1614
2024,S63593,16,2025-06-06,1615
2025,S63593,10,2025-06-10,1616
2026,S63593,216,2025-06-06,1617
2027,S63593,168,2025-06-08,1618
2028,S63593,62,2025-06-07,1619
2029,S63593,10,2025-06-10,1620
2030,S63593,272,2025-06-10,1621
2031,S63593,26,2025-06-11,1622
2032,S63593,316,2025-06-13,1623
2033,S63663,236,2025-05-11,1624
2034,S63663,144,2025-05-11,1625
2035,S63663,44,2025-06-04,1626
2036,S63663,220,2025-06-06,1627
2037,S63663,10,2025-06-13,1628
2038,S64043,18,2025-05-06,1629
2039,S64043,150,2025-05-08,1630
2040,S64043,168,2025-05-12,1631
2041,S64043,812,2025-05-09,1632
2042,S64043,779,2025-05-14,1633
2043,S64043,583,2025-05-12,1634
2044,S64043,12,2025-05-13,1635
2045,S64043,730,2025-05-18,1636
2046,S64043,114,2025-05-16,1637
2047,S64043,18,2025-05-18,1638
2048,S64043,36,2025-05-16,1639
2049,S64043,58,2025-05-24,1640
2050,S64043,272,2025-05-26,1641
2051,S64043,1000,2025-05-26,1642
2052,S64043,5,2025-05-26,1642
2053,S64043,638,2025-05-24,1643
2054,S64043,36,2025-05-31,1644
2055,S64043,56,2025-05-31,1645
2056,S64043,10,2025-05-27,1646
2057,S64043,914,2025-05-31,1647
2058,S64043,106,2025-06-03,1648
2059,S64043,654,2025-06-06,1649
2060,S64043,96,2025-06-07,1650
2061,S64043,224,2025-06-05,1651
2062,S64043,1000,2025-06-05,1652
2063,S64043,354,2025-06-05,1652
2064,S64043,96,2025-06-08,1653
2065,S64043,10,2025-06-10,1654
2066,S64043,70,2025-06-14,1655
2067,S64043,1000,2025-06-14,1656
2068,S64043,1000,2025-06-14,1656
2069,S64043,713,2025-06-14,1656
2070,S64043,514,2025-06-13,1657
2071,S64043,12,2025-06-14,1658
2072,S64053,36,2025-05-08,1659
2073,S64053,26,2025-05-13,1660
2074,S64053,951,2025-05-20,1661
2075,S64053,10,2025-05-23,1662
2076,S64053,10,2025-06-05,1663
2077,S64053,12,2025-06-16,1664
2078,S64053,10,2025-06-14,1665
2079,S64333,54,2025-05-04,1666
2080,S64333,126,2025-05-10,1667
2081,S64333,34,2025-05-06,1668
2082,S64333,687,2025-05-10,1669
2083,S64333,322,2025-05-12,1670
2084,S64333,574,2025-05-13,1671
2085,S64333,78,2025-05-12,1672
2086,S64333,278,2025-05-17,1673
2087,S64333,10,2025-05-18,1674
2088,S64333,40,2025-05-17,1675
2089,S64333,14,2025-05-15,1676
2090,S64333,501,2025-05-18,1677
2091,S64333,10,2025-05-16,1678
2092,S64333,38,2025-05-23,1679
2093,S64333,250,2025-05-23,1680
2094,S64333,200,2025-05-23,1681
2095,S64333,298,2025-05-25,1682
2096,S64333,1000,2025-05-21,1683
2097,S64333,583,2025-05-21,1683
2098,S64333,84,2025-05-23,1684
2099,S64333,216,2025-05-23,1685
2100,S64333,302,2025-05-25,1686
2101,S64333,1000,2025-05-29,1687
2102,S64333,327,2025-05-29,1687
2103,S64333,42,2025-05-29,1688
2104,S64333,1000,2025-06-01,1689
2105,S64333,398,2025-06-01,1689
2106,S64333,34,2025-06-02,1690
2107,S64333,321,2025-05-31,1691
2108,S64333,1000,2025-06-05,1692
2109,S64333,38,2025-06-05,1692
2110,S64333,20,2025-05-31,1693
2111,S64333,44,2025-06-06,1694
2112,S64333,638,2025-06-07,1695
2113,S64333,1000,2025-06-07,1696
2114,S64333,90,2025-06-07,1696
2115,S64333,1000,2025-06-11,1697
2116,S64333,929,2025-06-11,1697
2117,S64333,318,2025-06-10,1698
2118,S64333,10,2025-06-07,1699
2119,S64333,40,2025-06-10,1700
2120,S64333,1000,2025-06-14,1701
2121,S64333,142,2025-06-14,1701
2122,S64333,58,2025-06-14,1702
2123,S64333,10,2025-06-17,1703
2124,S64333,545,2025-06-13,1704
2125,S64333,817,2025-06-16,1705
2126,S65443,184,2025-05-09,1706
2127,S65443,522,2025-05-11,1707
2128,S65443,905,2025-05-12,1708
2129,S65443,32,2025-05-17,1709
2130,S65443,10,2025-05-17,1710
2131,S65443,62,2025-05-19,1711
2132,S65443,14,2025-05-26,1712
2133,S65443,42,2025-05-23,1713
2134,S65443,10,2025-05-24,1714
2135,S65443,10,2025-05-30,1715
2136,S65443,10,2025-06-03,1716
2137,S65443,10,2025-06-03,1717
2138,S65443,10,2025-06-02,1718
2139,S65443,10,2025-06-02,1719
2140,S65443,10,2025-06-07,1720
2141,S65443,337,2025-06-07,1721
2142,S65443,44,2025-06-14,1722
2143,S65443,50,2025-06-12,1723
2144,S65443,158,2025-06-15,1724
2145,S65783,60,2025-05-06,1725
2146,S65783,10,2025-05-13,1726
2147,S65783,22,2025-05-20,1727
2148,S65783,146,2025-06-13,1728
2149,S66443,60,2025-05-04,1729
2150,S66443,10,2025-05-06,1730
2151,S66443,10,2025-05-10,1731
2152,S66443,12,2025-05-16,1732
2153,S66443,10,2025-05-15,1733
2154,S66443,10,2025-05-13,1734
2155,S66443,225,2025-05-20,1735
2156,S66443,10,2025-05-24,1736
2157,S66443,92,2025-05-25,1737
2158,S66443,792,2025-05-22,1738
2159,S66443,10,2025-05-22,1739
2160,S66443,10,2025-05-29,1740
2161,S66443,224,2025-05-26,1741
2162,S66443,10,2025-05-31,1742
2163,S66443,14,2025-06-03,1743
2164,S66443,69,2025-05-31,1744
2165,S66443,698,2025-06-06,1745
2166,S66443,332,2025-06-10,1746
2167,S66443,89,2025-06-13,1747
2168,S66443,163,2025-06-15,1748
2169,S66443,158,2025-06-14,1749
2170,S66923,494,2025-05-10,1750
2171,S66923,99,2025-05-07,1751
2172,S66923,413,2025-05-07,1752
2173,S66923,329,2025-05-12,1753
2174,S66923,10,2025-05-07,1754
2175,S66923,60,2025-05-08,1755
2176,S66923,329,2025-05-10,1756
2177,S66923,10,2025-05-14,1757
2178,S66923,27,2025-05-16,1758
2179,S66923,43,2025-05-19,1759
2180,S66923,91,2025-05-17,1760
2181,S66923,119,2025-05-21,1761
2182,S66923,112,2025-05-20,1762
2183,S66923,493,2025-05-18,1763
2184,S66923,149,2025-05-22,1764
2185,S66923,332,2025-05-30,1765
2186,S66923,112,2025-05-26,1766
2187,S66923,10,2025-05-26,1767
2188,S66923,36,2025-05-29,1768
2189,S66923,50,2025-06-04,1769
2190,S66923,10,2025-06-03,1770
2191,S66923,20,2025-06-09,1771
2192,S66923,336,2025-06-11,1772
2193,S66923,33,2025-06-11,1773
2194,S66923,10,2025-06-10,1774
2195,S66923,91,2025-06-15,1775
2196,S66923,252,2025-06-12,1776
2197,S66923,30,2025-06-15,1777
2198,S67463,156,2025-05-04,1778
2199,S67463,14,2025-05-09,1779
2200,S67463,10,2025-05-29,1780
2201,S67463,690,2025-06-04,1781
2202,S67673,26,2025-05-16,1782
2203,S67673,602,2025-05-21,1783
2204,S67673,98,2025-06-03,1784
2205,S67673,54,2025-06-07,1785
2206,S67673,94,2025-06-18,1786
2207,S67913,10,2025-05-09,1787
2208,S67913,160,2025-05-27,1788
2209,S67913,208,2025-05-29,1789
2210,S67913,160,2025-05-31,1790
2211,S67913,10,2025-06-11,1791
2212,S67913,752,2025-06-16,1792
2213,S67943,34,2025-05-09,1793
2214,S67943,343,2025-05-05,1794
2215,S67943,42,2025-05-08,1795
2216,S67943,603,2025-05-12,1796
2217,S67943,126,2025-05-10,1797
2218,S67943,304,2025-05-10,1798
2219,S67943,46,2025-05-13,1799
2220,S67943,252,2025-05-12,1800
2221,S67943,1000,2025-05-15,1801
2222,S67943,22,2025-05-15,1801
2223,S67943,144,2025-05-19,1802
2224,S67943,1000,2025-05-19,1803
2225,S67943,259,2025-05-19,1803
2226,S67943,724,2025-05-21,1804
2227,S67943,541,2025-05-19,1805
2228,S67943,210,2025-05-18,1806
2229,S67943,52,2025-05-24,1807
2230,S67943,333,2025-05-18,1808
2231,S67943,96,2025-05-22,1809
2232,S67943,22,2025-05-25,1810
2233,S67943,18,2025-05-25,1811
2234,S67943,106,2025-05-26,1812
